timestamp_utc,open,high,low,close,tick_volume,spread,real_volume
2024-02-16 17:45:00,1.07751,1.07755,1.077,1.07704,851,11,0
2024-02-16 18:00:00,1.07705,1.07727,1.07678,1.07714,736,11,0
2024-02-16 18:15:00,1.07714,1.07748,1.07709,1.07725,528,11,0
2024-02-16 18:30:00,1.0772599999999999,1.07736,1.07702,1.07707,602,11,0
2024-02-16 18:45:00,1.07707,1.07717,1.07652,1.07679,586,11,0
2024-02-16 19:00:00,1.07679,1.07689,1.07646,1.0766499999999999,457,11,0
2024-02-16 19:15:00,1.07664,1.07669,1.07621,1.07656,430,11,0
2024-02-16 19:30:00,1.07656,1.077,1.0765,1.077,487,11,0
2024-02-16 19:45:00,1.07701,1.07775,1.07699,1.07773,459,11,0
2024-02-16 20:00:00,1.07774,1.07783,1.07733,1.0775,565,11,0
2024-02-16 20:15:00,1.0775,1.07761,1.07735,1.07748,400,11,0
2024-02-16 20:30:00,1.07745,1.07809,1.0774,1.07809,350,11,0
2024-02-16 20:45:00,1.07809,1.07853,1.07797,1.07847,413,11,0
2024-02-16 21:00:00,1.07847,1.0787,1.07839,1.07849,382,11,0
2024-02-16 21:15:00,1.07849,1.07865,1.0783800000000001,1.07841,366,11,0
2024-02-16 21:30:00,1.0784,1.07846,1.07792,1.07801,422,11,0
2024-02-16 21:45:00,1.07801,1.07803,1.07748,1.07765,620,11,0
2024-02-16 22:00:00,1.07765,1.07765,1.07734,1.0774,496,11,0
2024-02-16 22:15:00,1.07739,1.07765,1.07732,1.07759,434,11,0
2024-02-16 22:30:00,1.07759,1.0777,1.07733,1.07738,405,11,0
2024-02-16 22:45:00,1.07738,1.07765,1.07723,1.07758,420,11,0
2024-02-16 23:00:00,1.07758,1.07764,1.07742,1.07758,203,11,0
2024-02-16 23:15:00,1.07758,1.07771,1.07753,1.0777,133,11,0
2024-02-16 23:30:00,1.07768,1.07773,1.07754,1.07761,151,11,0
2024-02-16 23:45:00,1.07767,1.07767,1.0775,1.07764,172,11,0
2024-02-19 00:00:00,1.07704,1.07763,1.07686,1.07763,88,23,0
2024-02-19 00:15:00,1.0776,1.0776,1.07711,1.0772599999999999,178,31,0
2024-02-19 00:30:00,1.07728,1.07762,1.07718,1.07727,192,24,0
2024-02-19 00:45:00,1.07729,1.07743,1.07705,1.07723,163,22,0
2024-02-19 01:00:00,1.0772599999999999,1.07795,1.0772599999999999,1.07794,305,11,0
2024-02-19 01:15:00,1.07793,1.07811,1.0778699999999999,1.0781,163,11,0
2024-02-19 01:30:00,1.0781,1.07816,1.07796,1.07816,212,11,0
2024-02-19 01:45:00,1.07816,1.07846,1.07813,1.07833,207,11,0
2024-02-19 02:00:00,1.07833,1.07872,1.07831,1.07872,319,11,0
2024-02-19 02:15:00,1.07872,1.07884,1.07865,1.07868,275,11,0
2024-02-19 02:30:00,1.07869,1.07883,1.07841,1.07849,295,11,0
2024-02-19 02:45:00,1.07849,1.07865,1.07845,1.07864,420,11,0
2024-02-19 03:00:00,1.07866,1.07874,1.07859,1.07869,445,11,0
2024-02-19 03:15:00,1.07868,1.07871,1.07809,1.07809,525,11,0
2024-02-19 03:30:00,1.07809,1.07817,1.07779,1.07783,619,11,0
2024-02-19 03:45:00,1.07783,1.07821,1.07779,1.07799,365,11,0
2024-02-19 04:00:00,1.07799,1.07799,1.07776,1.07784,402,11,0
2024-02-19 04:15:00,1.07784,1.07798,1.07779,1.0778699999999999,352,11,0
2024-02-19 04:30:00,1.0778699999999999,1.07789,1.07775,1.07785,405,11,0
2024-02-19 04:45:00,1.07785,1.07813,1.07785,1.07808,304,11,0
2024-02-19 05:00:00,1.07807,1.07828,1.07805,1.07826,308,11,0
2024-02-19 05:15:00,1.07826,1.07827,1.07803,1.07816,271,11,0
2024-02-19 05:30:00,1.07816,1.07817,1.07783,1.07783,316,11,0
2024-02-19 05:45:00,1.07783,1.0778699999999999,1.07743,1.07749,281,11,0
2024-02-19 06:00:00,1.07749,1.07757,1.07742,1.07751,226,11,0
2024-02-19 06:15:00,1.07751,1.07771,1.07749,1.07765,346,11,0
2024-02-19 06:30:00,1.07765,1.07781,1.0776,1.07779,233,11,0
2024-02-19 06:45:00,1.0778,1.07806,1.07744,1.07772,303,11,0
2024-02-19 07:00:00,1.07772,1.07783,1.07765,1.07778,316,11,0
2024-02-19 07:15:00,1.07778,1.07799,1.07775,1.07799,305,11,0
2024-02-19 07:30:00,1.07799,1.07822,1.07799,1.07816,359,11,0
2024-02-19 07:45:00,1.07816,1.07823,1.07811,1.07812,406,11,0
2024-02-19 08:00:00,1.07812,1.07825,1.07798,1.07821,278,11,0
2024-02-19 08:15:00,1.07821,1.07822,1.07795,1.07809,347,11,0
2024-02-19 08:30:00,1.07809,1.07831,1.07803,1.07831,329,11,0
2024-02-19 08:45:00,1.07831,1.07862,1.07819,1.07857,386,11,0
2024-02-19 09:00:00,1.07865,1.07881,1.07859,1.07877,537,11,0
2024-02-19 09:15:00,1.07878,1.07889,1.07859,1.07863,514,11,0
2024-02-19 09:30:00,1.07864,1.07883,1.07855,1.07856,467,11,0
2024-02-19 09:45:00,1.07856,1.07861,1.07807,1.07822,594,11,0
2024-02-19 10:00:00,1.07825,1.07858,1.07819,1.07854,868,11,0
2024-02-19 10:15:00,1.07855,1.07868,1.0782,1.07863,600,11,0
2024-02-19 10:30:00,1.07862,1.07865,1.07814,1.07822,764,11,0
2024-02-19 10:45:00,1.07822,1.0784,1.07756,1.07776,643,11,0
2024-02-19 11:00:00,1.0777700000000001,1.07828,1.07764,1.07767,851,11,0
2024-02-19 11:15:00,1.07766,1.07783,1.07735,1.07745,570,11,0
2024-02-19 11:30:00,1.07742,1.07779,1.0771600000000001,1.0775,556,11,0
2024-02-19 11:45:00,1.0775,1.0775,1.0772,1.07742,649,11,0
2024-02-19 12:00:00,1.07743,1.07748,1.07717,1.07738,585,11,0
2024-02-19 12:15:00,1.07738,1.07772,1.07727,1.07765,407,11,0
2024-02-19 12:30:00,1.07766,1.07783,1.07744,1.07759,440,11,0
2024-02-19 12:45:00,1.07759,1.0777,1.07735,1.07749,511,11,0
2024-02-19 13:00:00,1.07749,1.07753,1.0773,1.07744,398,11,0
2024-02-19 13:15:00,1.07744,1.07804,1.07738,1.07794,470,11,0
2024-02-19 13:30:00,1.07794,1.07812,1.0778,1.07783,451,11,0
2024-02-19 13:45:00,1.07785,1.07796,1.07764,1.07764,396,11,0
2024-02-19 14:00:00,1.07764,1.07778,1.07743,1.07776,406,11,0
2024-02-19 14:15:00,1.07776,1.07791,1.07761,1.07769,342,11,0
2024-02-19 14:30:00,1.0777,1.07774,1.07732,1.07739,340,11,0
2024-02-19 14:45:00,1.07739,1.07759,1.07689,1.07695,489,11,0
2024-02-19 15:00:00,1.07697,1.07783,1.07696,1.07767,624,11,0
2024-02-19 15:15:00,1.07767,1.0777,1.07705,1.07709,473,11,0
2024-02-19 15:30:00,1.07708,1.07725,1.07706,1.07719,447,11,0
2024-02-19 15:45:00,1.07719,1.07723,1.07671,1.07697,622,11,0
2024-02-19 16:00:00,1.07697,1.07701,1.07653,1.07681,650,11,0
2024-02-19 16:15:00,1.07682,1.07698,1.07651,1.07666,523,11,0
2024-02-19 16:30:00,1.07666,1.07673,1.0763,1.0765,504,11,0
2024-02-19 16:45:00,1.0765,1.07661,1.07627,1.07659,510,11,0
2024-02-19 17:00:00,1.0766,1.07661,1.07623,1.07623,441,11,0
2024-02-19 17:15:00,1.07621,1.07668,1.07616,1.07643,603,11,0
